District Name,School Code,School Name,SBE District,EVAAS Growth Status,Percent Participation,ACT Percent,ACT WorkKeys Percent,Passing Math III Percent,4-Year Cohort Graduation Rate Percent,5-Year Cohort Graduation Rate Percent,Graduation Project
Forsyth County Schools,340520,South Fork Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340528,Southwest Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340530,Speas Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340531,The Special Children's School,Piedmont Triad Region,,,,,,,,
Forsyth County Schools,340532,Union Cross Traditional Acad,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340536,Vienna Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340540,Walkertown Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340542,Walkertown High,Piedmont Triad Region,Met,88.0,45.1,82.4,94.7,89.6,87.0,N
Forsyth County Schools,340544,Walkertown Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340548,Ward Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340556,West Forsyth High,Piedmont Triad Region,Exceeded,100.0,72.3,84.2,95.0,93.1,91.9,N
Forsyth County Schools,340560,Whitaker Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340564,Wiley Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340568,Winston-Salem Preparatory Acad,Piedmont Triad Region,Met,96.2,25.9,,95.0,91.2,87.2,N
Franklin County Schools,350,Franklin County Schools,North Central Region,,94.2,54.6,74.5,95.0,81.6,83.8,
Franklin County Schools,350304,Bunn Elementary,North Central Region,Met,100.0,,,,,,
Franklin County Schools,350308,Bunn High,North Central Region,Exceeded,100.0,53.4,77.1,94.9,81.6,84.6,Y
Franklin County Schools,350310,Bunn Middle,North Central Region,NotMet,100.0,,,,,,
Franklin County Schools,350312,Cedar Creek Middle,North Central Region,Met,100.0,,,,,,
Franklin County Schools,350316,Edward Best Elementary,North Central Region,Exceeded,100.0,,,,,,
Franklin County Schools,350317,Franklin County Early College,North Central Region,Exceeded,100.0,73.3,,95.0,95.0,89.7,N
Franklin County Schools,350318,Franklinton Elementary,North Central Region,Met,100.0,,,,,,
Franklin County Schools,350321,Franklinton High,North Central Region,Met,86.2,54.8,76.3,93.5,80.9,84.5,N
Franklin County Schools,350324,Franklinton Middle,North Central Region,Met,100.0,,,,,,
Franklin County Schools,350330,Laurel Mill Elementary,North Central Region,Met,100.0,,,,,,
Franklin County Schools,350331,Long Mill Elementary,North Central Region,Met,100.0,,,,,,
Franklin County Schools,350332,Louisburg Elementary,North Central Region,Met,100.0,,,,,,
Franklin County Schools,350336,Louisburg High,North Central Region,Exceeded,87.0,51.2,68.0,95.0,82.4,83.2,N
Franklin County Schools,350338,Terrell Lane Middle,North Central Region,Exceeded,100.0,,,,,,
Franklin County Schools,350339,Royal Elementary,North Central Region,Met,100.0,,,,,,
Franklin County Schools,350340,Youngsville Elementary,North Central Region,NotMet,100.0,,,,,,
Gaston County Schools,360,Gaston County Schools,Southwest Region,,98.9,55.9,69.9,95.0,88.0,88.2,
Gaston County Schools,360310,Ashbrook High,Southwest Region,Exceeded,97.6,50.0,49.4,95.0,92.6,92.3,N
Gaston County Schools,360320,Belmont Central Elementary,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360324,Belmont Middle,Southwest Region,NotMet,100.0,,,,,,
Gaston County Schools,360332,Bessemer City Central Elem,Southwest Region,NotMet,100.0,,,,,,
Gaston County Schools,360336,Bessemer City High,Southwest Region,Exceeded,100.0,40.9,73.3,95.0,80.0,83.1,N
Gaston County Schools,360337,Gaston Early College High School,Southwest Region,Exceeded,100.0,95.0,,95.0,90.9,88.9,N
Gaston County Schools,360338,Bessemer City Primary,Southwest Region,,,,,,,,
Gaston County Schools,360339,W B Beam Intermediate School,Southwest Region,NotMet,100.0,,,,,,
Gaston County Schools,360340,Brookside Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360344,Carr Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360348,Catawba Heights Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360352,Chapel Grove Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360360,Cherryville High,Southwest Region,Exceeded,100.0,60.0,65.1,95.0,92.0,88.4,N
Gaston County Schools,360364,Cherryville Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360372,Warlick Academy,Southwest Region,NotMet,100.0,,,93.3,51.7,24.0,N
Gaston County Schools,360376,Costner Elementary,Southwest Region,NotMet,100.0,,,,,,
Gaston County Schools,360378,Stuart W Cramer High,Southwest Region,Exceeded,97.1,59.8,80.9,95.0,95.0,,N
Gaston County Schools,360380,Cramerton Middle,Southwest Region,NotMet,100.0,,,,,,
Gaston County Schools,360390,East Gaston High,Southwest Region,Exceeded,100.0,51.8,77.2,95.0,86.4,90.4,N
Gaston County Schools,360392,Edward D Sadler Jr Elementary School,Southwest Region,NotMet,100.0,,,,,,
Gaston County Schools,360394,Webb Street School,Southwest Region,,100.0,,,,,,N
Gaston County Schools,360396,Forestview High,Southwest Region,Exceeded,100.0,60.5,72.9,95.0,95.0,94.8,N
Gaston County Schools,360400,Gardner Park Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360408,W P Grier Middle School,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360416,Hawks Nest Intermediate,Southwest Region,NotMet,100.0,,,,,,
Gaston County Schools,360418,Highland Sch of Technology,Southwest Region,Exceeded,100.0,87.9,95.0,95.0,95.0,95.0,N
Gaston County Schools,360426,Holbrook Middle,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360428,Hunter Huss High,Southwest Region,NotMet,88.2,32.1,40.4,92.5,81.3,84.1,N
Gaston County Schools,360430,J B Page Primary School,Southwest Region,,,,,,,,
Gaston County Schools,360431,John Chavis Middle School,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360432,Kiser Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360436,Bessemer City Middle,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360438,Lingerfeldt Elementary,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360440,Lowell Elementary,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360448,McAdenville Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360456,Mount Holly Middle,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360460,Forest Heights Elementary,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360464,New Hope Elementary,Southwest Region,NotMet,100.0,,,,,,
Gaston County Schools,360468,North Belmont Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360470,North Gaston High,Southwest Region,Met,93.5,51.2,69.5,95.0,83.7,83.8,N
Gaston County Schools,360478,Pinewood Elementary,Southwest Region,NotMet,100.0,,,,,,
Gaston County Schools,360480,Pleasant Ridge Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360482,Ida Rankin Elementary School,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360488,Robinson Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360490,Sherwood Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360492,H H Beam Elementary,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360494,South Point High,Southwest Region,Exceeded,100.0,65.5,77.1,95.0,94.9,95.0,N
Gaston County Schools,360498,Southwest Middle,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360499,Springfield Primary,Southwest Region,,,,,,,,
Gaston County Schools,360500,Stanley Middle,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360504,Tryon Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360510,W A Bess Elementary School,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360514,W C Friday Middle School,Southwest Region,Exceeded,100.0,,,,,,
Gaston County Schools,360520,Woodhill Elementary,Southwest Region,Met,100.0,,,,,,
Gaston County Schools,360526,York Chester Middle,Southwest Region,NotMet,100.0,,,,,,
Gates County Schools,370,Gates County Schools,Northeast Region,,100.0,49.1,85.5,95.0,87.1,89.7,
Gates County Schools,370304,Buckland Elementary,Northeast Region,Met,100.0,,,,,,
Gates County Schools,370308,Central Middle School,Northeast Region,NotMet,100.0,,,,,,
Gates County Schools,370312,Gates County Senior High,Northeast Region,Exceeded,100.0,49.1,85.5,95.0,87.1,89.7,N
Gates County Schools,370316,Gatesville Elementary,Northeast Region,Met,100.0,,,,,,
Gates County Schools,370324,T S Cooper Elementary,Northeast Region,Met,100.0,,,,,,
Graham County Schools,380,Graham County Schools,Western Region,,97.1,69.1,53.6,95.0,86.0,88.4,
Graham County Schools,380306,Robbinsville Elementary,Western Region,NotMet,100.0,,,,,,
Graham County Schools,380308,Robbinsville High,Western Region,Exceeded,94.4,69.1,53.6,95.0,86.0,88.4,Y
Graham County Schools,380310,Robbinsville Middle,Western Region,NotMet,100.0,,,,,,
Granville County Schools,390,Granville County Schools,North Central Region,,98.6,51.1,75.0,95.0,83.2,87.1,
Granville County Schools,390309,Butner-Stem Middle,North Central Region,Met,100.0,,,,,,
Granville County Schools,390311,Butner-Stem Elementary,North Central Region,Met,100.0,,,,,,
Granville County Schools,390312,C. G. Credle Elementary,North Central Region,Exceeded,100.0,,,,,,
Granville County Schools,390314,Center For Innovative Learning,North Central Region,,,,,,,,N
Granville County Schools,390316,Creedmoor Elementary,North Central Region,Met,100.0,,,,,,
Granville County Schools,390320,G. C. Hawley Middle,North Central Region,Exceeded,100.0,,,,,,
Granville County Schools,390322,Granville Central High,North Central Region,Exceeded,100.0,52.4,80.6,95.0,80.4,86.6,N
Granville County Schools,390323,Granville Early College High,North Central Region,Exceeded,100.0,82.9,,95.0,90.9,95.0,N
Granville County Schools,390324,J. F. Webb High,North Central Region,Met,100.0,29.1,67.5,95.0,78.7,81.8,N
Granville County Schools,390328,Granville Magnet School,North Central Region,Exceeded,100.0,78.9,,,,,N
Granville County Schools,390331,Mary Potter Middle,North Central Region,Met,100.0,,,,,,
Granville County Schools,390333,Mount Energy Elementary,North Central Region,Met,100.0,,,,,,
Granville County Schools,390334,Northern Granville Middle,North Central Region,Exceeded,100.0,,,,,,
Granville County Schools,390336,Joe Toler-Oak Hill Elementary,North Central Region,Exceeded,100.0,,,,,,
Granville County Schools,390360,Stovall-Shaw Elementary,North Central Region,NotMet,100.0,,,,,,
Granville County Schools,390362,Tar River Elementary,North Central Region,NotMet,100.0,,,,,,
Granville County Schools,390364,West Oxford Elementary,North Central Region,Exceeded,100.0,,,,,,
Granville County Schools,390368,Wilton Elementary,North Central Region,Met,100.0,,,,,,
Granville County Schools,390700,JF Webb HS Of Health And Life Sciences,North Central Region,Met,100.0,79.0,90.5,95.0,95.0,95.0,N
Granville County Schools,390704,S Granville HS Of Health Life Sciences,North Central Region,Exceeded,95.0,54.9,71.9,95.0,91.1,91.8,N
Granville County Schools,390705,S Granville HS of Integ Tech & Lead,North Central Region,Met,95.8,31.1,67.6,95.0,85.5,92.7,N
Greene County Schools,400,Greene County Schools,Southeast Region,,98.2,36.7,56.3,90.1,93.3,86.9,
Greene County Schools,400308,Greene Central High,Southeast Region,NotMet,100.0,30.3,56.3,88.7,92.5,85.6,N
Greene County Schools,400312,Greene County Middle,Southeast Region,NotMet,100.0,,,,,,
Greene County Schools,400315,Greene Early College High,Southeast Region,Exceeded,100.0,72.7,,95.0,95.0,95.0,N
Greene County Schools,400318,Greene County Intermediate,Southeast Region,Exceeded,100.0,,,,,,
Greene County Schools,400321,Snow Hill Primary,Southeast Region,,,,,,,,
Greene County Schools,400332,West Greene Elementary,Southeast Region,Met,100.0,,,,,,
Guilford County Schools,410,Guilford County Schools,Piedmont Triad Region,,98.0,60.9,68.8,95.0,89.4,91.0,
Guilford County Schools,410304,Alamance Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410307,Edwin A Alderman Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Guilford County Schools,410310,Allen Jay Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410311,"Allen Jay Middle, A Preparatory Academy",Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410313,Southern Guilford Middle,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410316,Allen Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410319,T Wingate Andrews High,Piedmont Triad Region,Exceeded,92.0,33.7,62.1,95.0,93.2,90.5,N
Guilford County Schools,410322,Archer Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410325,Aycock Middle,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410326,Middle College High at Bennett,Piedmont Triad Region,Exceeded,100.0,82.6,,95.0,95.0,95.0,N
Guilford County Schools,410328,Bessemer Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410331,Bluford Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410334,Brightwood Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410337,Brooks Global Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Guilford County Schools,410340,Monticello-Brown Summit Elem,Piedmont Triad Region,NotMet,100.0,,,,,,
Guilford County Schools,410341,Brown Summit Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410343,Claxton Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410346,Colfax Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410349,Ceasar Cone Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Guilford County Schools,410355,James B Dudley High,Piedmont Triad Region,Exceeded,88.2,35.0,52.7,95.0,86.1,89.0,N
Guilford County Schools,410358,Eastern Guilford High,Piedmont Triad Region,Exceeded,92.7,53.7,77.6,94.0,87.9,88.1,N
Guilford County Schools,410361,Erwin Montessori,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410364,Fairview Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410366,Waldo C Falkener Sr Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410367,Ferndale Middle,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410370,Florence Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410373,Julius I Foust Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410376,Cyrus P Frazier Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410379,Gateway Education Center,Piedmont Triad Region,,,,,,,,N
Guilford County Schools,410382,Gibsonville Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Guilford County Schools,410385,Gillespie Park Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410388,General Greene Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Guilford County Schools,410390,GC Middle College High,Piedmont Triad Region,,100.0,68.6,,95.0,95.0,95.0,N
Guilford County Schools,410391,Penn-Griffin Schools,Piedmont Triad Region,Met,100.0,95.0,,95.0,95.0,95.0,N
Guilford County Schools,410394,Grimsley High,Piedmont Triad Region,Met,100.0,77.1,81.0,95.0,88.4,91.6,N
Guilford County Schools,410395,Early College at Guilford,Piedmont Triad Region,NotMet,100.0,95.0,,95.0,95.0,95.0,N
Guilford County Schools,410396,High School Ahead Academy,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410397,Guilford Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410398,Doris Henderson Newcomers Sch,Piedmont Triad Region,,90.9,,,,,,N
Guilford County Schools,410399,Middle College at GTCC-GSO,Piedmont Triad Region,Exceeded,100.0,77.8,,95.0,95.0,95.0,N
Guilford County Schools,410400,Guilford Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410401,GTCC Middle College High,Piedmont Triad Region,Met,100.0,77.5,,95.0,95.0,95.0,N
Guilford County Schools,410402,Otis L Hairston Sr Middle,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410403,Hampton Elem Univ Partnership,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410406,High Point Central High,Piedmont Triad Region,Exceeded,93.9,50.3,50.0,92.4,85.4,90.3,N
Guilford County Schools,410407,The Academy at Central,Piedmont Triad Region,Exceeded,100.0,69.4,79.3,95.0,95.0,95.0,N
Guilford County Schools,410408,Middle College GTCC High Point,Piedmont Triad Region,Met,100.0,62.5,,95.0,95.0,95.0,N
Guilford County Schools,410409,Hunter Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410412,Irving Park Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410415,Jackson Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Guilford County Schools,410418,Jamestown Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410421,Jamestown Middle,Piedmont Triad Region,Exceeded,96.9,,,,,,
Guilford County Schools,410423,Jefferson Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410424,Jesse Wharton Elem,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410427,Johnson Street Global Studies,Piedmont Triad Region,NotMet,100.0,,,,,,
Guilford County Schools,410430,David D Jones Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Guilford County Schools,410436,James Y Joyner Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410437,Kernodle Middle,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410439,Kirkman Park Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Guilford County Schools,410442,Kiser Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Guilford County Schools,410448,Lincoln Academy,Piedmont Triad Region,Met,100.0,,,,,,
Guilford County Schools,410451,John Van Lindley Elementary,Piedmont Triad Region,Met,100.0,,,,,,
